Domain,Area,Element,Item,Year,Unit,Value
"Live Animals","Asia","Stocks","Poultry Birds","2009","1000 Head","12284565"
"Live Animals","Asia","Stocks","Poultry Birds","2010","1000 Head","12536592"
"Live Animals","Asia","Stocks","Poultry Birds","2011","1000 Head","12125565"
"Live Animals","Asia","Stocks","Poultry Birds","2012","1000 Head","12615575"
"Live Animals","Asia","Stocks","Poultry Birds","2013","1000 Head","12905791"
"Live Animals","Asia","Stocks","Poultry Birds","2014","1000 Head","12892370"
"Live Animals","Asia","Stocks","Sheep and Goats","2004","Head","912330742"
"Live Animals","Asia","Stocks","Sheep and Goats","2005","Head","948198773"
"Live Animals","Asia","Stocks","Sheep and Goats","2006","Head","957154492"
"Live Animals","Asia","Stocks","Sheep and Goats","2007","Head","965071483"
"Live Animals","Asia","Stocks","Sheep and Goats","2008","Head","971899071"
"Live Animals","Asia","Stocks","Sheep and Goats","2009","Head","967151786"
"Live Animals","Asia","Stocks","Sheep and Goats","2010","Head","964147216"
"Live Animals","Asia","Stocks","Sheep and Goats","2011","Head","977705939"
"Live Animals","Asia","Stocks","Sheep and Goats","2012","Head","991714011"
"Live Animals","Asia","Stocks","Sheep and Goats","2013","Head","1004384685"
"Live Animals","Asia","Stocks","Sheep and Goats","2014","Head","1010490508"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2004","Head","135132246"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2005","Head","131614421"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2006","Head","128967380"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2007","Head","128808841"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2008","Head","127943087"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2009","Head","126335144"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2010","Head","124844775"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2011","Head","121667614"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2012","Head","121917372"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2013","Head","122172465"
"Live Animals","Europe","Stocks","Cattle and Buffaloes","2014","Head","122541196"
"Live Animals","Europe","Stocks","Poultry Birds","2004","1000 Head","1973216"
"Live Animals","Europe","Stocks","Poultry Birds","2005","1000 Head","1984647"
"Live Animals","Europe","Stocks","Poultry Birds","2006","1000 Head","2008220"
"Live Animals","Europe","Stocks","Poultry Birds","2007","1000 Head","2042225"
"Live Animals","Europe","Stocks","Poultry Birds","2008","1000 Head","2061523"
"Live Animals","Europe","Stocks","Poultry Birds","2009","1000 Head","2115404"
"Live Animals","Europe","Stocks","Poultry Birds","2010","1000 Head","2265860"
"Live Animals","Europe","Stocks","Poultry Birds","2011","1000 Head","2278517"
"Live Animals","Europe","Stocks","Poultry Birds","2012","1000 Head","2274683"
"Live Animals","Europe","Stocks","Poultry Birds","2013","1000 Head","2386787"
"Live Animals","Europe","Stocks","Poultry Birds","2014","1000 Head","2301725"
"Live Animals","Europe","Stocks","Sheep and Goats","2004","Head","156350283"
"Live Animals","Europe","Stocks","Sheep and Goats","2005","Head","155888892"
"Live Animals","Europe","Stocks","Sheep and Goats","2006","Head","154544346"
"Live Animals","Europe","Stocks","Sheep and Goats","2007","Head","153856587"
"Live Animals","Europe","Stocks","Sheep and Goats","2008","Head","151631621"
"Live Animals","Europe","Stocks","Sheep and Goats","2009","Head","149116109"
"Live Animals","Europe","Stocks","Sheep and Goats","2010","Head","147637594"
"Live Animals","Europe","Stocks","Sheep and Goats","2011","Head","145063045"
"Live Animals","Europe","Stocks","Sheep and Goats","2012","Head","144613379"
"Live Animals","Europe","Stocks","Sheep and Goats","2013","Head","146586635"
"Live Animals","Europe","Stocks","Sheep and Goats","2014","Head","146677371"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2004","Head","37793563"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2005","Head","38011173"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2006","Head","38712075"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2007","Head","38441964"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2008","Head","37785048"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2009","Head","38610075"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2010","Head","37343434"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2011","Head","39281605"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2012","Head","39352490"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2013","Head","40238649"
"Live Animals","Oceania","Stocks","Cattle and Buffaloes","2014","Head","40242287"
"Live Animals","Oceania","Stocks","Poultry Birds","2004","1000 Head","115680"
"Live Animals","Oceania","Stocks","Poultry Birds","2005","1000 Head","108657"
"Live Animals","Oceania","Stocks","Poultry Birds","2006","1000 Head","125676"
"Live Animals","Oceania","Stocks","Poultry Birds","2007","1000 Head","132377"
"Live Animals","Oceania","Stocks","Poultry Birds","2008","1000 Head","124055"
"Live Animals","Oceania","Stocks","Poultry Birds","2009","1000 Head","128960"
"Live Animals","Oceania","Stocks","Poultry Birds","2010","1000 Head","116911"
"Live Animals","Oceania","Stocks","Poultry Birds","2011","1000 Head","124860"
"Live Animals","Oceania","Stocks","Poultry Birds","2012","1000 Head","135812"
"Live Animals","Oceania","Stocks","Poultry Birds","2013","1000 Head","133851"
"Live Animals","Oceania","Stocks","Poultry Birds","2014","1000 Head","134040"
"Live Animals","Oceania","Stocks","Sheep and Goats","2004","Head","143933502"
"Live Animals","Oceania","Stocks","Sheep and Goats","2005","Head","144872117"
"Live Animals","Oceania","Stocks","Sheep and Goats","2006","Head","134872880"
"Live Animals","Oceania","Stocks","Sheep and Goats","2007","Head","127117231"
"Live Animals","Oceania","Stocks","Sheep and Goats","2008","Head","114157102"
"Live Animals","Oceania","Stocks","Sheep and Goats","2009","Head","108945920"
"Live Animals","Oceania","Stocks","Sheep and Goats","2010","Head","104586080"
"Live Animals","Oceania","Stocks","Sheep and Goats","2011","Head","108160895"
"Live Animals","Oceania","Stocks","Sheep and Goats","2012","Head","109972773"
"Live Animals","Oceania","Stocks","Sheep and Goats","2013","Head","110318800"
"Live Animals","Oceania","Stocks","Sheep and Goats","2014","Head","106434652"
